-0.640195,-0.768213
1.975356,0.782506
-0.156616,0.987660
0.335056,4.929336
-0.084902,-0.996389
-0.888901,-4.479017
0.779170,-0.626813
1.708954,2.597445
-0.882060,0.471137
1.965050,0.930648
0.195781,0.980648
-1.998868,-0.168210
0.986133,0.165959
0.631909,4.743872
-0.588373,-0.808590
-1.920792,-1.393190
0.184661,0.982802
-1.693582,-2.659628
0.364795,-0.931088
1.998333,0.204108
0.343577,-0.939125
-0.640228,-4.736895
-0.537155,0.843483
1.119178,4.143851
0.964080,-0.265612
-1.035279,4.277995
0.834958,0.550313
1.641942,2.854850
0.574976,-0.818170
-1.590071,-3.032813
0.351289,-0.936267
-0.254010,-4.959510
-0.974204,-0.225667
1.971534,-0.840582
-0.722634,0.691231
-1.894033,-1.605927
0.478472,-0.878103
-1.470608,-3.388688
0.645651,-0.763633
-1.768400,-2.335543
-0.281574,-0.959540
1.917671,1.419807
0.138423,0.990373
-0.489927,4.847662
0.876936,0.480608
0.215835,4.970799
0.805303,0.592864
-0.349720,4.922967
-0.658080,-0.752948
-1.321041,3.754040
-0.685376,0.728190
0.503378,4.839041
-0.106473,0.994316
1.843667,-1.937928
-0.597727,-0.801700
-1.547964,-3.166037
0.475472,0.879731
-0.261549,-4.957061
0.517655,0.855589
-1.453244,3.435187
0.997834,-0.065779
-1.274850,-3.852561
-0.936661,-0.350239
-0.798742,-4.583947
0.550870,-0.834591
0.325273,-4.933430
0.131265,0.991347
1.959458,1.001636
-0.399759,0.916620
-0.222477,4.968969
0.242704,0.970100
1.872702,-1.755328
0.713157,-0.701005
-0.790579,4.592783
-0.559802,-0.828627
-1.585164,3.048825
0.859292,-0.511486
-1.933528,1.278354
-0.093359,0.995633
0.042377,4.998878
-0.926578,-0.376103
-0.159945,4.983985
-0.862063,-0.506801
1.601802,-2.993983
-0.806797,0.590828
0.383144,4.907393
0.999880,-0.015471
-1.996418,-0.299099
0.841252,0.540643
1.912998,1.458678
0.771917,0.635724
-1.392312,-3.589452
0.261323,-0.965251
-1.765528,2.349085
0.921389,0.388641
-1.471791,3.385475
0.999703,-0.024368
-1.966630,-0.909561
0.983534,-0.180721
1.282382,-3.836906
0.997399,0.072075
-0.365849,-4.915635
-0.416031,-0.909350
-1.946283,-1.151040
-0.105519,0.994417
-1.265512,-3.871756
0.764260,0.644908
-1.834336,1.992506
-0.958026,0.286683
1.916383,-1.430638
0.710886,-0.703307
-0.168053,4.982318
-0.999993,-0.003683
0.866856,4.505940
0.853060,-0.521814
1.373837,-3.633672
-0.299709,0.954031
-1.284992,-3.831446
-0.774621,-0.632425
1.146520,4.096868
0.078527,-0.996912
-1.939092,-1.224545
0.178897,-0.983868
-1.963737,-0.947818
0.999994,0.003593
-0.898519,4.467007
0.992521,0.122071
1.804802,-2.154485
0.723448,-0.690379
0.981795,-4.356087
-0.353558,0.935413
1.868993,1.779863
0.720351,-0.693610
1.889918,-1.635941
0.858645,0.512571
-1.992257,0.439554
0.906923,0.421297
0.133132,-4.988910
0.099327,-0.995055
1.383759,3.610065
-0.987964,0.154682
-1.902874,-1.539216
-0.094463,0.995528
1.391221,-3.592095
-0.885634,0.464384
0.475462,4.856655
-0.969674,-0.244404
-0.251526,-4.960302
0.302131,0.953267
-0.756259,4.628764
0.999536,-0.030473
-1.176810,-4.042832
-0.925316,0.379197
-1.987817,-0.551040
0.724635,0.689133
0.316625,4.936945
-0.525632,0.850712
-1.699948,-2.634122
0.124618,0.992205
0.372079,4.912711
0.902153,0.431417
-1.358958,-3.668475
0.131927,0.991259
1.657122,-2.799494
0.635657,-0.771971
1.805041,2.153236
0.075298,0.997161
-0.974744,-4.365972
0.222821,0.974859
1.347773,3.694175
0.919033,-0.394180
-1.804034,-2.158501
-0.985294,0.170870
0.431618,-4.882178
0.353457,-0.935451
0.731457,4.653608
0.820201,0.572076
-1.815239,2.098969
-0.886917,0.461930
-1.957226,1.028555
-0.131092,-0.991370
-0.926244,-4.431472
0.995055,-0.099329
1.629640,2.898570
-0.818588,0.574382
-1.064244,4.233339
0.645486,-0.763772
0.016885,4.999822
0.366904,0.930259
-1.896657,1.586451
-0.881941,0.471360
-0.356789,4.919795
0.001216,0.999999
1.772013,-2.318366
-0.936838,0.349765
1.287865,-3.825412
-0.950423,-0.310960
1.899815,1.562653
0.999990,-0.004508
1.029176,-4.287187
